X X X ||| …
X X X X ||| …
igal ||| are here ;
giri X ||| via …-Baba ,
u X X ||| and …-zi ,
iti ezemcusuen ||| month “ Festival-of-Šu-Suen , ”
mu X ||| year : “ … . ”
3 ce gur lugal ||| 3 gur 3 ban2 barley , royal ,
ku 3 gina 3 ce gur lugal ||| silver , in 3 shekel 3 gur royal ,
kubi 3 mana 3 gin 3 ce ||| its silver : 3 mana 3 shekels 3 grains ,
ki ARADmu dumu lugalpirigbandata ||| from ARAD2-mu , son of Lugal-pirigbanda ;
sagnigurakam ||| are the debits ;
cabita ||| therefrom
3 esir EA gur ||| 3 gur EA-bitumen ,
ku 3 gina 3 esir EA lugalta ||| silver , in 3 shekel 3 barig EA-bitumen , royal ,
3 sila esir EA gur 3ta ||| 3 gur 3 barig 3 ban2 3 sila EA-bitumen at 3 barig 3 ban2 each ,
kubi 3 gin la 3 ce ||| its silver : 3  3 shekels less 3 grains ;
3 zahadin 3 silata ||| 3 barig leeks at 3 sila each ,
kubi 3 gin ||| its silver : 3 shekels ;
3 cumsikil 3ta ||| 3 barig 3 ban2 garlic at 3 barig 3 ban2 each ,
kubi 3 gin ||| its silver : 3 shekels ;
3 sila cum gaz 3ta ||| 3 barig 3 ban2 3 sila onion , ground , at 3 barig 3 ban2 each ,
kubi 3 gin igi3gal la 3 ce ||| its silver : 3 shekels less 3 grains ,
3 sila naga gur 3 gurta ||| 3 gur 3 barig 3 ban2 3 sila alkali-plant at 3 gur 3 barig 3 ban2 each ,
kubi 3 gin igi3gal 3 ce ||| its silver : 3 shekels 3 grains ,
3 sila mun gur 3 gurta ||| 3 gur 3 barig 3 ban2 3 sila salt at 3 gur each ,
kubi (|NINDA la 3 ce ||| its silver : 3 shekels less 3 grains ;
3 usuh gec ecumta ||| 3 pines , lumber from the slaughterhouse ,
kubi igi3gal ||| its silver : 3 shekel ;
3 pec duru 3 gurta ||| 3 barig figs , fresh , at 3 gur 3 barig each ,
kubi igi3gal 3 ce ||| its silver : 3 shekel 3 grains ,
3 sila zulum 3 gurta ||| 3 ban2 3 sila dates at 3 gur each ,
kubi 3 ce ku ||| its silver : 3 grains of silver ;
3 gu 3 mana esir had 3 guta ||| 3 talent 3 mana bitumen , dried , at 3 talents each ,
kubi igi3gal ||| its silver : 3 shekel ;
cunigin 3 mana 3 gin 3 ce kubabbar ||| total : 3 mana 3 shekels 3 grains of silver ,
ziga ||| booked out ;
laia 3 ce kubabbar ||| deficit : 3 grains of silver ;
nigkak ||| account of
urculpae damgar ||| Ur-Šulpa’e , the merchant ,
ca urima ||| in Ur .
iti ezemceila iti GANmac ||| month : “ Festival-grain-lifted ” and month “ GANmaš ” ;
iti 3kam ||| of two months ;
balabi 3am ||| its bala : 3 ;
urlamma ensi ||| Ur-Lamma , the governor ;
mu simurum lulubum ara 3kamac bahul ||| year : “ Simurrum , Lullubum , for the 4 time were destroyed . ”
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur
abaenlilgin ||| Aba-Enlil-gin ,
dumu luinanna kurucda ||| son of Lu-Inanna , fattener ,
ARADzu ||| is your servant .
inanna ||| For Inanna ,
nin eana ||| the queen of the Eanna temple ,
ninani ||| his mistress ,
urnamma ||| Ur-Namma ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
i enurigal ||| the Iturungal canal ,
i kiagani ||| his beloved canal ,
munabal ||| he dug for him .
baba ||| To Baba
ninanir ||| his mistress ,
namti ||| for the life
ibisuenkace ||| of Ibbi-Sîn ,
emanili ||| 'Aman-ilī ,
dam ARADnanna ||| the wife of Ir-Nanna ,
ensi ||| the governor
lagackake ||| of Lagaš ,
a munaru ||| dedicated  to him .
3 amar gu ga ||| 3 bull calves , suckling ,
3 sila ga ||| 3 lambs , suckling ,
3 kir ga ||| 3 female lambs , suckling ,
utuda ||| newborns ;
ca nagabtum ||| in Nagabtum ;
u 3kam ||| 4 day ,
culgiamu idab ||| Šulgi-ayamu accepted ;
iti ezemana ||| month : “ Festival of An , ”
mu en nanna bahun ||| year : “ The en-priestess of Nanna was installed ; ”
3 gu 3 udu ||| 3 oxen , 3 sheep .
pisanduba ||| Basket-of-tablets
gurumak daba ||| inspections , seized ,
gabra lu marsa ||| herding assistants , harbor workers ,
mu ||| year : “ … . ”
adahucu ||| Atta-ḫušu , 
sipa incucinak ||| shepherd of Inšušinak , 
dumu nin silhaha ||| son of the sister of Silḫaḫa , 
e narute ||| the house of Narunte , 
badu ||| built ; 
namtilanice ||| for his life . 
gatumdu ||| To Gatumdug ,
ninani ||| his mistress ,
namtiNI ||| for the life
ibisuen ||| of Ibbi-Sîn ,
ehegal ||| Ehegal ,
dumu anza ||| the son of Anza ,
a munaru ||| dedicated  to her .
3 sila kac 3 sila ninda ||| 3 sila3 beer , 3 sila3 bread ,
3 gin i 3 gin naga ||| 3 shekels oil , 3 shekels alkali-plant ,
3 sa cum ||| 3 bundel onions
cumama kausa ||| Šu-Mama , the ka’usa ;
3 sila kac 3 sila ninda ||| 3 sila3 beer , 3 sila3 bread ,
3 gin i 3 gin naga ||| 3 shekels oil , 3 shekels alkali-plant ,
3 sa cum ||| 3 bundel onions
habad gabata ||| Habad , the gaba-ta ;
3 sila kac 3 sila ninda ||| 3 sila3 beer , 3 sila3 bread ,
3 gin i 3 gin naga ||| 3 shekels oil , 3 shekels alkali-plant ,
3 sa cum ||| 3 bundel onions
kurbilak kausa ||| Kurbilak , the ka’usa ;
cunigin 3 la 3 sila kac cunigin 3 sila ninda ||| total : 3 ban2 less 3 sila3 beer , total : 3 sila3 bread ,
cunigin 3 gin i cunigin 3 gin naga ||| total : 3 ban2 less 3 sila3 beer , total : 3 shekels alkali-plant ,
cunigin 3 sa cum ||| total : 3 bundles onions ;
u 3kam ||| 4 day ,
iti cesagku ||| month : “ Harvest , ”
mu usa bad martu badu ||| year after : “ Martu-Wall was erected . ”
pisanduba ||| Basket-of-tablets
ce erine cutia ||| grain by the troops received ,
erin engar cagu ||| troops , plowmen , those of oxen ,
u erin girsu ||| and troops of Girsu
igal ||| are here ;
mu cusuen lugal urima naruamah enlil ninlilra munedu ||| year : “ Šu-Suen , the king of Ur , Great-Stele for Enlil and Ninlil erected . ”
cusuen ||| Šū-Suen ,
nita kalga ||| strong man ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of heaven with its four corners
urmeme ||| Urmeme ,
candana enlila ||| š . of Enlil ,
dumu nigdugani ||| son of Nigdugani ,
candana enlilaka ||| š . of Enlil ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
lugina ||| xxx
urenlila ||| xxx
namhani ||| xxx
lucgina ||| xxx
guzala nigea ||| xxx
igal ||| xxx
mu en nanna karzida bahun ||| xxx
3 gu niga sagu ||| 3 oxen , barley-fed , top grade ,
3 gu niga X ||| 3 oxen , barley-fed , … ,
siskur NENEgar ||| siskur-offerings of “ NENEgar ”
u ecec e u 3 ||| and ešeš-celebration , “ House Day 3 ; ”
iti u 3 bazal ||| of the month day 3 elapsed ,
ki culgiamuta ||| from Šulgi-ayamu ,
nasa idab ||| Nasa accepted .
iti ezemninazu ||| month : “ Festival of Ninazu , ”
mu simurum u lulubu ara 3 la 3kamac bahul ||| year : “ Simurum and Lulubu for the 4 time were destroyed . ”
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
lugula  ||| for Lu-Gula ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
dingirbani  ||| for Ilī-bani ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
utumancum  ||| for Utu-manšum ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
puzurutu  ||| for Puzriš-Utu ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
ARADnanna  ||| for ARAD-Nanna ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
lubanda  ||| for Lu-banda ;
cunigin 3 sila kac 3 sila ninda 3 sa cum  ||| total : 3 ban2 3 sila3 beer ; 3 ban2 3 sila3 bread ; 3 bundles onions ;
3 gin i 3 gin naga  ||| 3 shekels oil ; 3 shekels alkali-plant ;
u 3kam  ||| 4 day ,
iti cesagku  ||| month : “ Harvest . ”
3 udu  ||| 3 sheep ,
bauc  ||| slaughtered ;
u 3kam  ||| 4 day
ca tumal  ||| in Tummal ,
ki endingirmuta  ||| from Endingirĝu
culgirimu  ||| Šulgi-iriĝu
cu bati  ||| received ;
iti cueca  ||| month “ Šuešša , ”
mu guza enlila badim  ||| year : “ The throne of Enlil was crafted . ”
3 cudul kuc siga ||| 3 wooden yokes covered  leather ;
3 adtab kuc siga ||| 3 bridles covered  leather ,
kilabi 3 mana ||| its weight : 3 mana ;
3 usan guba ||| 3 whips ;
3 sagkec ||| 3 rein ;
3 nag ||| ;
gu diri cudua ||| extra oxen , implements ,
ki akala acgabta ||| from Akalla , the leather worker ,
kicib dagi ||| under seal of Da’agi ;
iti cunumun ||| month “ Sowing , ”
mu cusuen lugal ||| year “ Šu-Suen is king . ”
dagi ||| Da’agi ,
dubsar ||| the scribe .
X ||| For … ,
X kalga ||| the strong … ,
lugal urimakace ||| king of Ur ,
X agazi ||| x-agazi ,
X sar ||| …
pisanduba ||| Basket-of-tablets
nuzu ki guzalaeneta ||| xxx
pisan abasagace bacigur ||| xxx
giri intaea ||| xxx
mu guza enlila badim ||| xxx
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
dadaga ||| Dadaga ,
ensi ||| governor
umma ||| of Umma ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
kicib daba a hunga ||| xxx
lugalebansa dubsar ||| xxx
mu harci kimac bahul ||| xxx
3 sila kac X ||| one quart … beer ,
3 X X ||| ten …
3 udu niga saga us ||| 3 sheep , barley-fed , of 4 grade ,
3 udu niga 3kam us ||| 3 sheep of 4 grade ,
3 udu audu hursag niga 3kam us ||| 3 hybrid mouflon , barley-fed , of 4 grade ,
3 macgal adara niga enlil ||| 3 hybrid buck , barley-fed , for Enlil ;
3 udu niga saga us ||| 3 sheep , barley-fed , of 4 grade ,
3 udu niga 3kam us ||| 3 sheep of 4 grade ,
3 udu audu hursag niga 3kam us ||| 3 hybird mouflon , barley-fed , 4 grade ,
3 macgal adara niga ||| 3 hybrid buck , barley-fed ,
ninlil ||| for Ninlil ;
3 udu niga 3kam us ||| 3 sheep , barley-fed , of 4 grade ,
3 udu niga 3kam us ||| 3 sheep , barley-fed , of 4 grade ,
n acgar X ||| 3 female kids … ,
ecec e u 3ce ||| for the ešeš-celebration of the 4 day ,
lugal kura ||| at the king’s entry ;
iti u 3 la 3 bazal ||| of the month , day 3 elapsed ,
ki tahicatalta bazi ||| booked out from Tahiš-atal ;
iti ezemah ||| month : “ Grand Festival , ”
mu ma darabzu babdu ||| year : “ The boat called ‘ibex of the Absu’ was caulked . ”
ninegal ||| For Ninegal
ninani ||| his mistress ,
urnamma ||| Ur-Namma ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiuri ||| and king of Sumer and Akkad ,
eani ||| her temple
munadu ||| he built for her .
3 mana uruda ||| 3 minas of copper ,
kila gur sumun 3kam ||| weight of 3 old sickles ,
ki kulita ||| from Kuli ;
3 mana uruda ||| 3 mina of copper ,
kila gur sumun 3kam ||| weight of 3 old sickles ,
ki luginata ||| from Lugina ;
3 mana uruda ||| 3 minas of copper ,
kila gur sumun 3kam ||| weight of 3 old sickles ,
ki X ||| from …-lu ;
n gin uruda ||| 3 shekels of copper ,
kila gur sumun 3kam ||| weight of 3 old sickles ,
ki X ||| from …-idim ;
ekicibace ||| to the warehouse
banku ||| brought ;
mu usa kimac bahul ||| year after : “ Kimaš was destroyed . ”
3 gemelugal dumu nana ||| 3 ban2 : Geme-lugal , child of Na-na-a ;
3 luninura dumuni ||| 3 ban2 : Lu-Ninura , her child ;
3 nincecanasidu ||| 3 ban2 : Nin-šeš-ana-sidu ;
X gura ||| from … returned ;
ca ucbar ki urnintu ||| of weavers , with Ur-nin-tu ;
uc 3 gemegigir ||| dead , 3 ban2 : Geme-gigir ;
iti cekargala ||| month : “ Barley at the quay . ”
3 gu niga ||| 3 ox , grain-feden ,
u 3kam ||| 4 day ,
ki abasagata ||| from Abbasaga
ahuwer ||| Aḫu-wer
idab ||| accepted ;
iti cueca ||| month : “ Šu-eša , ”
mu huhnuri bahul ||| year : “ Ḫuḫnuri was destroyed ; ”
3 ||| : 3 .
pisanduba ||| Basket-of-tablets
ab ance udu ||| cows , donkeys , sheep of
ecucuma ||| the house of consignments
niginke ||| of Nigin ,
guabake ||| Guabba ,
igal ||| are here ;
mu guza enlila badim ||| year : “ The chair of Enlil was fashioned ”
pisanduba ||| Basket-of-tablets
gurumak ||| inspections
dumu daba ||| of the dumu-daba
ca girsu ||| in Girsu
igal ||| are here ;
mu X X X bahul ||| year : “ … was destroyed . ”
pisanduba ||| Basket-of-tablets
nigkak ce ||| accounts of grain
lu nigdabkene ||| of the requisitioners
girsuta ||| from Girsu
guabace ||| to Guabba ;
iti X ||| from month “ … . ”
iti X ||| to month “ … , ”
igal ||| are here .
mu huhnuri bahul ||| year : “ … was destroyed . ”
meslamtaea ||| To Meslamtaea ,
dingiranir ||| his  god ,
X ||| x-kubum ,
dumu X ||| son of … ,
namti ||| for the life
ibisuen ||| of Ibbi-Sîn ,
pisanduba ||| Basket-of-tablets
sagnigura u ziga ||| xxx
cabi suga ||| xxx
ucmu dubsar kurucda ||| xxx
mu 3 iti 3kam ||| xxx
igal ||| xxx
iti dumuzi ||| xxx
mu en eridu bahunta ||| xxx
iti dumuzi ||| xxx
mu en nanna karzida bahunce ||| xxx
pisanduba ||| Basket-of-tablets
dub gida ||| long-tablets of
gur ||| scicles
habuda u uruda ||| axes and copper ,
igal ||| are here ;
mu en eridu bahun ||| year : “ The en of Eridu was hired . ”
n 3 gamun ge ||| … 3 ban2 black cumin ,
gurdubi 3am ||| its gurdub : 3 ;
3 mana sikiud ||| 3 mana goat hair ,
gurbi 3am ||| its gur : 3 ;
3 celu ||| 3 barig coriander ,
dug3bi 3am ||| its vessels of 3 ban2 : 3 ;
3 sila igec ||| 3 barig 3 ban2 3 sila3 sesame oil ,
dugbi 3am ||| its vessels : 3 ;
3 ummu ||| 3 water skins ,
dugbi 3am ||| its vessels : 3 ;
ki cabra ||| from the household manager ;
3 sila 3 gin icah ||| 3 barig 3 ban2 3 sila3 3 shekels lard ,
dugbi 3am ||| its vessels : 3 ,
laia ka dug 3ba 3 sila ||| the deficit of the mouth  these 3 vessels : 3 sila3 ,
ki buzuata ||| from Buzua ;
ekicibaka banku ||| brought into the warehouse ;
ca kargectinka ||| in Kar-geštin
mu huhnuri bahul ||| year : “ Ḫuḫnuri was destroyed . ”
3 dusunita ||| 3 male equid ,
bauc u 3 la 3kam ||| slaughtered , the 4 day ,
ki cuidimta ||| from Šu-Idim
urnigar ||| Ur-nigar
cu bati ||| received ;
iti ezemana ||| month : “ Festival of An , ”
mu amarsuen lugale urbilum muhul ||| year : “ Amar-Suen , the king , Urbilum destroyed , ”
pisanduba ||| Basket-of-tablets
kicib didli ||| various sealed documents ,
X bi ec ||| …
X ||| …
igal ||| are here .
pisanduba ||| Basket-of-tablets
kabduga ||| done appraisals
zulum gectin ||| of dates , grapes ,
pec hachur ||| figs , apples ,
girsuta ||| from Girsu
guabace ||| to Guabba ,
igal ||| are here .
mu cusuen lugal urimake naruamah enlil ninlilra munedu ||| year : “ Šū-Suen , king of Ur , Big-stele for Enlil and Ninlil erected . ”
cusuen ||| ...
naram enlil ||| beloved of Enlil ,
carum ||| king
danum ||| strong ,
car uri ||| king or Ur
u car kibratim ||| and king of the world quarters
arbaim ||| the four .
3 sila ||| 3 lamb ,
u 3kam ||| 4 day ,
ki abasagata ||| from Abbasaga
intaea ||| Intaea
idab ||| accepted ;
iti sesdagu ||| month : “ Piglet-feast , ”
mu cacru bahul ||| year : “ Šašru was destroyed ; ”
3 ||| 3 .
ningal ||| For Ningal ,
ninani ||| his mistress ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal an ubda limmuba ||| and king of the four world quarters .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
lugalusasa ||| xxx
urgigir dumu ginimu ||| xxx
lubuluga dumu duga ||| xxx
lubaba dumu kibasa ||| xxx
urbagara dumu luigisasa ||| xxx
lubaba dumu X ||| xxx
urbaba dumu urnance ||| xxx
lulagac dumu sidu ||| xxx
u ninana dumu lugula ||| xxx
igal ||| xxx
mu enmahgalana en nanna bahun ||| xxx
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiuri ||| and king of Sumer and Akkad .
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
X ||| Ur-… ,
dubsar ||| scribe ,
dumu X ||| son of … ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
ce cukura LAGAB ||| xxx
ingal ||| xxx
e en nanna ||| xxx
karzidaka ||| xxx
lukala ||| Lukalla ,
dubsar ||| scribe ,
dumu ure cuc ||| son of Ur-E’e , cattle manager .
pisanduba ||| Basket-of-tablets
kicib daba ||| sealed documents , seized ,
ca ze ||| in …
u X ||| and …
luhaia ||| of Lu-Ḫaya
igal ||| are here ;
mu en inanna unu mace ipa ||| year : “ The en of Inanna in Uruk by the goat was found . ”
3 dug dida 3 sila kac saga ||| 3 jug wort beer , 3 sila3 fine beer ,
3 ninda 3 gin i 3 gin naga ||| 3 ban2 bread , 3 shekels oil , 3 shekels alkali ,
3 ku 3 sa cum ||| 3 fish , 3 bundles of garlic
kurbilak gabac ||| Kurbilak , off to Persia ;
3 dug dida 3 sila kac saga ||| 3 jug wort beer , 3 sila3 fine beer ,
3 ninda 3 gin i 3 gin naga ||| 3 ban2 bread , 3 shekels oil , 3 shekels alkali ,
3 ku 3 sa cum ||| 3 fish , 3 bundles of garlic
urmami sukkal gabac ||| Ur-Mami , the messenger , off to Persia ;
3 kac 3 ninda 3 sila i ||| 3 ban2 beer , 3 ban2 bread , 3 sila3 oil ,
cagal kas gabac bala ||| fodder of the courriers off to Persia , in bala ,
giri urmami sukkal ||| via Ur-Mami , the messenger ;
cunigin 3 dug dida du 3 ||| total : 3 jugs regular wort beer , 3 ban2 ,
cunigin 3 kac saga cunigin 3 kac du ||| total : 3 ban2 fine beer , total : 3 ban2 regular beer ,
cunigin 3 ninda cunigin 3 sila 3 gin i ||| total : 3 barrage bread , total : 3 sila3 3 shekels oil ,
cunigin 3 gin naga ||| total : 3 shekels alkali ,
cunigin 3 ku cunigin 3 sa cum ||| total : 3 fish , total : 3 bundles of garlic ;
u 3kam ||| 4 day ,
iti lisi ||| month “ Lisi , ”
mu en eridu bahun ||| year : “ The lord of Eridu was installed . ”
pisanduba ||| Basket-of-tablets
kicib didli ||| xxx
X lusaga ||| xxx
igal ||| xxx
pisanduba ||| Basket-of-tablets
gurumak daba ||| xxx
erin sagapin ||| xxx
u ugIL ||| xxx
e culgi ||| xxx
igal ||| xxx
mu cacrum bahul ||| xxx
pisanduba ||| Basket-of-tablets
gurum ak ||| xxx
a uda ||| xxx
egu nibru ||| xxx
igal ||| xxx
mu en eridu bahun ||| xxx
3 sar al ak 3 sarta ||| 3 sar hoed at 3 sar each ,
abi u 3 ||| its labor : 3 days ;
3 sar kul kura 3 sarta ||| 3 sar kul-grass cut at 3 sar each ,
abi u 3kam ||| its labor : 3 days ;
a cagu ||| labor of the oxen men ,
aca nuna ||| field of Prince ,
ugula lugalkugani ||| foreman : Lugal-kugani ,
kicib lugalinimgina ||| seal of Lugal-inimgina
mu ma enki babdu ||| year : “ The boat of Enki was caulked . ”
lugalinimgina dubsar ||| Lugal-inimgina
dumu lugalnesage ||| son of Lugal-nesage .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
gur habuda ||| xxx
urningeczida ||| xxx
nabasa ||| xxx
u urcugalama ||| xxx
mu cusuen lugal urimake bad martu muriqtidnim mudu ||| xxx
3 kid cerum ||| 3 šerrum reed-mats ,
kilabi 3 sar ||| their size is 3 sar .
3 kid ||| 3 reed-mats ,
kilabi 3 sar ||| their size is 3 sar .
3 gur 3ta esir suba ||| 3 bitumen-coated gur-baskets ,  3 barig each .
ki aguta ||| From Agu .
kicib ludingira ||| Sealed document of Lu-dingira .
ma ninda ma zi badul ||| Covering the bread boat and the flour boat .
mu enmahgalana bahun ||| Year : “ Enmahgalana was installed ” .
ludingira ||| Lu-dingira ,
dubsar ||| the scribe ,
dumu anduru ||| son of A’anduru .
urmes ||| Ur-mes ,
dumu lana kurucda ||| son of Lana , fattener .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
lubimu ||| xxx
dumu urigalim ||| xxx
igal ||| xxx
mu kimac bahul ||| xxx
ababacti ||| Ti'āmat-bāštī ,
X X ||| the beloved lukur-priestess
cusuen ||| of Šū-Sîn ,
X urimaka ||| king of Ur .
3 ce gur lugal ||| 3 gur 3 barig 3 ban2 barley , ,
ki urdamuta ||| from Ur-Damu ;
3 ki urlamma dumu lusuenta ||| 3 gur 3 barig 3 ban2 from Ur-Lamma , son of Lu-Suen ;
cunigin 3 ce gur ||| total : 3 gur 3 ban2 barley ;
cabita ||| therefrom
3 GAN 3ta ||| 3 bur3 3 eše3 3 iku field area ;
3 GAN 3 silata ||| 3 bur3 3 eše3 3 iku field area ;
3 GAN 3ta ||| 3 bur’u , 3 bur3 3 eše3 3 iku field area .
cebi 3 sila gur ||| the barley : 3 gur 3 barig 3 sila ;
muku ||| delivery ;
X X ||| Lu-… ,
dada dumu urgula ||| Dada , son of Ur-gula ;
acamah ||| Great-Field ;
nigkak ||| running account ,
mu amarsuen lugal ||| year : “ Amar-Suen is king . ”
pisanduba ||| Basket-of-tablets
ce udu gua ||| xxx
ca nibru ||| xxx
igal ||| xxx
bala egir ||| xxx
mu simurum bahul ||| xxx
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
urculgira ||| Ur-Šulgira ,
dubsar ||| scribe ,
dumu X ||| son of Ur-… ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
gurum ak ||| xxx
girisega gu apinlace ||| xxx
ugula abakala ||| xxx
u urnumucda ||| xxx
e gatumdu ||| xxx
e bagara ||| xxx
u e uru ||| xxx
igal ||| xxx
mu guza enlila badim ||| xxx
pisanduba ||| Basket-of-tablets
gurumak sipa unu ||| inspections of shepherds , cowherds
ca kinunir ||| in Kinunir ,
kiesa ||| Ki’eša ,
kiesa ||| Ki’eša ,
e dingirene ||| houses of the gods ,
e dingirene ||| houses of the gods ,
ca ec sadu ||| in the shrine of offerings
culgi kinunir ||| of Šulgi in Kinunir ,
igal ||| are here ;
mu urbilum bahul ||| year : “ Urbilum was destroyed . ”
gec gi ||| Lumber , reed ,
u dusu ||| and wooden containers ,
muku ||| delivery ,
ca emace ||| to the midst of the goat-house ,
igal ||| are here ;
ecucuma ||| house-of-receipt
ca emacka ||| in the midst of the goat-house ,
muku e anzagar ||| delivery , house of tower ;
pisanduba ||| basket-of-tablets
cagal udu niga saga ||| fodder of rams , grain-fed , fine ,
u HARrasun udu ||| and … rams ,
igal ||| are here .
lugal kalga ||| the strong man/king ,
lugal urima ||| king of Ur
lugal an ubda limmubake ||| and king of the four world quarters ,
3 mana ||| 3 minas ,
ekiciba nanna gara ||| Nanna's Established Sealed-items Storeroom ,
munagin ||| he standardized for him .
3 sila gi ||| 3 male lamb ,
3 sila ga gi ||| 3 male suckling lamb ,
ca wadaltum ||| in Wadaltum ;
3 sila ||| 3 male lambs ,
3 sila ga ||| 3 male suckling lambs ,
bauc u 3kam ||| slaughtered , 4 day ;
ki culgiamuta ||| from Šulgi-ayamu
urnigar ||| Ur-nigar
cu bati ||| received ;
iti ezemninazu ||| month : “ Festival of Nin-azu , ”
mu amarsuen lugale urbilum muhul ||| year : Amar-Suen , the king , Urbilum destroyed ;
3 ||| 3 .
pisanduba ||| Basket-of-tablets
niginba ziga lugal ||| xxx
gabari kicibaka ||| xxx
mu huhunuri bahulta ||| xxx
mu en nanna karzida bahunce ||| xxx
inanna ||| To Inanna
ninani ||| her mistress ,
namti ||| for the life
culgi ||| of Šulgi ,
nita kalga ||| the mighty man ,
lugal urimakace ||| king of Ur ,
diritum ||| Diritum ,
X X ni ||| his … ,
pisanduba ||| Basket-of-tablets
nigkak ||| accounts ,
situm ce sumun ||| debits , old barley ,
X egara laia X ||| … , debts , … ,
igal ||| are here ;
mu en nanna ipa ||| year : “ The en of Nanna was found . ”
pisanduba ||| Basket-of-tablets
dub gida ||| long-tablets
ce cukura ensi ||| barley allocations of the governor
giri urnigar ||| via Ur-Nigar ,
dumu urigalim ||| son of Ur-Igalim ,
igal ||| are here ;
mu usa kimac bahul ||| year following : “ Kimaš was destroyed . ”
pisanduba ||| Basket-of-tablets
kicib daba ceckala nubandagu ||| xxx
iti 3kam igal ||| xxx
iti cesagku ||| xxx
mu cusuen lugal urimake naruamah enlil ninlilra muneduta ||| xxx
iti cesagku ||| xxx
mu cusuen lugal urimake mada zabcali muhulce ||| xxx
3 mac ||| 3 goats ,
mac ucima ||| pastured goats ;
3 u gukkal ||| 3 fat-tailed ewes ,
bauc ||| slaughtered ;
giri ningirsukaisa ||| via Ningirsuka-isa ,
ziga ||| booked out ;
iti ceila ||| month : “ Barley transported , ”
mu cacrum bahul ||| year : “ Šašrum was destroyed . ”
pisanduba ||| Basket-of-tablets
kicib ceba bala ||| xxx
ki ARADta ||| xxx
kicib urcara ||| xxx
mu lugirizalce ||| xxx
mu urbilum bahul ||| xxx
igal ||| xxx
pisanduba ||| Basket-of-tablets
dugan cabi suga ||| pouches , therefroms , restitiutions ,
lu nigdabakene ||| of the men of nigdab ,
mu 3kam ||| 3 years ;
igal ||| are here ;
mu usa ara 3kam simurum bahulta ||| from the year following : “ For the 4 time Simurum was destroyed ”
mu nanna karzidace ||| to the year : “ Nanna of Karzida . ”
3 mana gina ||| 3 verified mina
lunincubur ||| Lu-Ninšubur
3 udu u ||| 3 sheep , grass-fed ,
3 macgal u ||| 3 bucks , grass-fed ,
3 sila ||| 3 lambs ,
3 mac ||| 3 kids ,
bauc u 3kam ||| slaughtered , the 4 day ,
ki urkununata ||| from Ur-kununa
culgirimu ||| Šulgi-irimu
cu bati ||| received ;
giri nannamaba ||| via Nanna-maba
u lucalim ||| and Lu-šalim ;
iti ezemana ||| month : “ Festival of An , ”
mu cusuen lugal urimake e cara ummaka mudu ||| year : “ Šu-Suen , king of Ur , the house of Šara in Umma erected ; ”
3 udu ||| 3 small cattle .
pisanduba ||| Basket-of-tablets
ce gec ea ||| barley threshed ,
GANgu ||| oxen fields ,
